,0
2701,Militants attack near Libya's Ras Lanuf oil terminal: sources 
2702,Tokyo goes for broke in Okinawa poll at U.S. airbase city  
2703,China military reports landing drills days after Taiwan election 
2704,China's Xi offers support to Egypt ahead of uprising anniversary  
2705,"Mexico, Central American countries OK plan for stranded Cubans  "
2706,U.N. council votes to reduce Ivory Coast peacekeepers  
2707,Vatican says British exit from EU would weaken Europe: media report  
2708,Britain drafting U.N. resolution to set up Colombia mission: envoys  
2709,Hague prosecutors seek trial of Lord's Resistance Army ex-commander 
2710,"China busts child trafficking ring, recovers 15 infants: Xinhua "
2711,Source says 'Affluenza' teen to drop fight against Mexico deportation:  
2712,France acts to secure road above Calais refugee 'jungle' 
2713,Reform uncertainty in Vietnam after PM left off leadership nominations 
2714,Bankers say end of loose monetary policy era has fueled volatility:
2715,Brazil President called as witness in bribery investigation 
2716,VIDEO. The Exchange: Garry Kasparov forecasts bloody regime change in Russia. Watch -  
2717,"Syria talks may not start on Jan. 25, 'pressure, momentum' needed: U.N. envoy "
2718,Ecuador says Assange will answer Sweden's questions in days 
2719,Ukraine plans new diplomatic push to recover Crimea: Finance Minister 
2720,"U.S. senator was told of link between Iran sanctions, prisoners "
2721,"Finland, Norway bridle at migrant flows from Russia "
2722,Recent strike targets Mosul 'cash collection point': U.S. military 
2723,"Suicide bomb in Afghan capital targets journalists, killing seven people:  "
2724,Families return to Damascus suburb under local ceasefire: monitor 
2725,"In a reversal, Cuba tries price controls to tame food inflation "
2726,Magnitude 6.1 earthquake jolts central China 
2727,"As Venezuela's economy sinks, smuggling soars to unprecedented levels:  "
2728,"Ten wounded, including opposition politicians, in southeast Turkey shooting "
2729,"Militants storm Pakistan university, killing at least 20:  "
2730,"Unlikely outsider Juppé is threat to Sarkozy, Hollande's 2017 election bids "
2731,Russian bombs take toll in Syria as Islamic State under pressure 
2732,"Iran's Khamenei suggests wants only conservative election candidates, hinting at rift with Rouhani "
2733,Dutch arrest 10 men suspected of using Bitcoin to launder money:  
2734,Apple seeks nod to open India stores:  
2735,Kurds waging campaign to uproot Arabs in north Iraq according to Amnesty report:  
2736,Marijuana Inc. eyes Mexico as drug liberalization looms 
2737,ISIS media outlet confirms death of 'Jihadi John':  
2738,Plan to slash asylum claims in Austria:  
2739,Red doors are becoming targets in this English town:  
2740,Al Qaeda attack dents Burkina Faso's hopes of recovery 
2741,Militant who claimed responsibility for Indian base attack warns Pakistan against crackdown 
2742,Iran's Revolutionary Guards are destined to become still richer now sanctions lifted:  
2743,"Limiting German refugee intake not unethical, president says "
2744,Militants kill at least 19 as they storm Pakistan university:  
2745,"Ferries stay docked, farmers empty milk churns in Greek pension protests "
2746,"Singapore says arrests 27 Bangladeshi Islamists, deports 26:  "
2747,"Suicide bombing in Afghan capital, near Russian embassy: police. "
2748,Oil slump rocks markets again in historic equity rout:  
2749,"About 3,500 people are being held as slaves by Islamic State in Iraq: U.N. report.  "
2750,Smuggling soars as Venezuela's economy sinks 
2751,"Loud explosion in Afghan capital, near Russian embassy: police "
2752,Israel charges Palestinians it says were recruited by Hezbollah 
2753,Austria announces plan to slash asylum claims 
2754,Winter brings new dangers for migrants crossing frozen Balkan peninsula 
2755,Egypt: who's afraid of January 25? 
2756,Why Egyptian authorities are frightened about January 25:  
2757,"EU border checks would cost 3 billion euros a year in lost business, says Juncker.  "
2758,Islamic State says two of the assailants in recent Paris attacks are from Iraq:  
2759,"Khamenei praises arrest of U.S. sailors, condemns Saudi embassy attack "
2760,Israel plans to seize West Bank farmland: Army Radio 
2761,Islamic State says two assailants in Paris attacks are from Iraq 
2762,Draft constitution for army-run Thailand 'strong medicine' 
2763,British police question boy who spelled 'terrorist' by mistake 
2764,Americans who disappeared in Baghdad were kidnapped by Iran-backed militia: sources.  
2765,"Militants go on a shooting rampage at a Pakistan university, killing at least 19:  "
2766,UK's Fallon says disturbed by Russian air strikes in Syria 
2767,Syria's opposition says cannot attend talks if third party joins 
2768,Saudi Arabia's deafening silence over the lifted Iran sanctions.  
2769,Lebanon speaker says Christian tie-up not enough to secure presidency: paper 
2770,Red doors mark out asylum seekers' houses in English town: report 
2771,Myanmar arrests leader of Saffron Revolution on immigration charges: media 
2772,Islamic State media outlet confirms the death of 'Jihadi John':  
2773,EU should fulfil promises in three billion euro migrant deal: Turkey's EU minister 
2774,Support for Merkel dips further on German refugee fears 
2775,Official estimates as many as 40 dead - 19 confirmed - after militants go on a rampage at a Pakistani university 
2776,Amnesty says Kurds conduct campaign to uproot Arabs in north Iraq 
2777,"U.S., Chinese officers encouraged by use of rules for ship meetings  "
2778,China offers support for Yemen government as Xi visits Saudi Arabia  
2779,Three gunmen attack university in northwest Pakistan: local media 
2780,Britain to send thousand troops to Poland for exercises  
2781,"Argentina, citing emergency, authorizes force against drug flights  "
2782,Military chiefs gather in Paris to bolster Islamic State fight  
2783,China accuses detained Swede of fabricating information 
2784,China jails former party chief of Xinjiang's capital for graft 
2785,North Korea nuclear test did not increase technical capability: U.S.  
2786,Islamic state frees 270 of 400 people it kidnapped from Syria's Deir al-Zor 
2787,"Colombia, FARC rebels to ask U.N. to monitor any disarmament:  "
2788,"Royalty join forces with Shakira, Messi to promote U.N. global goals "
2789,Authorities still looking for three attackers from Burkina al Qaeda assault: ttp://reut.rs/1SuAI9W 
2790,Nigerian army chief says military acted appropriately in Shi'ite sect raids 
2791,"Venezuela Congress plans to investigate PDVSA, China loans "
2792,Islamic state media outlet confirms 'Jihadi John' is dead: SITE 
2793,"Iran's elite Guards to gain regional, economic power in post-sanctions era "
2794,U.N. seeks $1.3 billion in humanitarian funding for South Sudan 
2795,Islamic State media outlet confirms 'Jihadi John' is dead.
2796,Taiwanese party official says transparent China relations a priority 
2797,Jail to jihad: The Indonesian prison system that breeds militancy.  
2798,"Americans missing in Baghdad kidnapped by Iran-backed militia: U.S., Iraqi sources "
2799,Saudi Arabia warns against 'nefarious activities' by Iran 
2800,Biden pledges faster U.S. approval for cancer drug cocktails at Davos2016 :  
2801,Three attackers from Burkina al Qaeda assault still at large 
2802,Yemeni man pleads guilty in U.S. to supporting al Qaeda 
2803,Freed U.S. prisoner popped champagne on leaving Iranian air space 
2804,"Obama, Erdogan speak by phone, vow cooperation against terrorism: sources "
2805,"Two dead in suspected Yemen drone strike, coalition orders ships out "
2806,"India must strengthen planned law to protect transgender people, says rights group "
2807,Take it easy and look back over the life of Glenn Frey of the Eagles: 1948 - 2016  
2808,Following the footsteps of the suspected ringleader of last November's Paris attacks:  
2809,Jailed journalists in Turkey say arrest aimed at gagging press 
2810,Human rights group says scores of Syrian government forces killed fighting Islamic State:  
2811,"Leaders to make joint appeal for peace at special WEF16 session - ""Reuniting Cyprus""  "
2812,Iran says it will resist any plan to restrain its oil output:  
2813,Apple's Tim Cook opposes court order to unlock iPhone.
2814,Futures rise as oil gains hold steady:  
2815,Obama tells GOP senators: 'Do your job':  
2816,"Bombardier to cut jobs, signs with Air Canada for 75 CSeries jets:  "
2817,"U.S. housing starts, building permits fall in January "
2818,Apple to FBI: No backdoors -  
2819,Airbus to keep border security unit in defense electronics sale 
2820,Soccer radio deals in the U.S. put spotlight on FIFA's bidding process:  
2821,Apple CEO Tim Cook opposes court order to help FBI unlock iPhone:  
2822,Apple CEO opposes court order to help FBI unlock iPhone 
2823,Iran signals tough stance in oil producers' talks 
2824,"China promises economic stability as G20, parliament loom  "
2825,"Apple's Cook: While we believe FBI's intentions are good, it would be wrong for government to force us to build a backdoor into our products"
2826,Insight - Slumbering Pakistani steel giant shows why state sell-offs are stalled  
2827,Insight - Lost in translation: Wal-Mart stumbles hard in Brazil  
2828,"Asian shares consolidate, oil swings higher  "
2829,Apple ordered to aid FBI in unlocking California shooter's phone  
2830,Obama scolds Senate Republicans for Supreme Court threat  
2831,Paulson slashed bullish gold bets before prices rocketed  
2832, Brazil could waive U.S. dollar to bolster Iran trade - minister 
2833,Asia shares take breather as mood calms a little 
2834,Slumbering Pakistani steel giant shows why state sell-offs are stalled 
2835,Obama says Republican campaign rhetoric troubling to outside world 
2836,Contaminated Flint water among most expensive in the U.S.: report 
2837,Obama says will nominate someone 'indisputably' qualified for Supreme Court 
2838,"Cruz tax plan would slash U.S. revenue, favor wealthy: analysis "
2839,Trial of man accused of being 'Grim Sleeper' serial killer set to begin:  
2840,U.S. Coast Guard hearings to probe El Faro sinking in hurricane:  
2841,China warns of 'serious consequences' after D.C. plaza named for pro-democracy dissident:  
2842,Republican presidential candidate Cruz proposes military boost 
2843,"Saudis and Russia agree oil output freeze, but Iran still an obstacle:  "
2844,Former U.N. chief Boutros Boutros-Ghali dies aged 93:  
2845,Trial of Los Angeles' alleged 'Grim Sleeper' serial killer set to begin 
2846,"Merkel warns against border closures, says to fight for EU-Turkey plan:  "
2847,Three U.S. citizens who were kidnapped in Baghdad last month have been released: 
2848,"U.S., Cuba sign pact to restore scheduled flights: U.S. Dept of Transportation "
2849,How is a new U.S. Supreme Court justice chosen? Find out with our factbox:  
2850,"Oil output freeze, who's in?  "
2851,"Fed to hike twice in 2016, undeterred by external risks: Reuters poll"
2852, Four Americans in Bahrain have been released: lawyer
2853,"Anglo American to sell iron ore unit, profits plunge:  "
2854,Greece says four of five migrant registration centers ready  
2855,Technology stocks selloff may turn IPO chill into IPO freeze  
2856,"Bank of Japan launches negative rates, already dubbed a failure by markets "
2857,China January new yuan loans climb to record high in seasonal surge 
2858,Asian shares extend gains as investor fears ease  
2859,Obama starts work to pick Supreme Court justice amid political 'bluster'  
2860,"Sheeran bests Lamar for Grammy song of the year, Rihanna cancels  "
2861,"Bieber, Sheeran win first Grammys, Kendrick Lamar leads early winners "
2862,Asian shares seen consolidating as investor fears ease 
2863,Obama has started work to pick Supreme Court justice: White House 
2864,Turkey vows 'harsh reaction' as missiles hit Syria town 
2865,Expert asks U.N. to notify Kim Jong Un he may be investigated for crimes against humanity:  
2866,Journalists group confirms four U.S. journalists detained in Bahrain: 
2867,Pope courts indigenous Mexicans as Catholic fervor fades 
2868,Why the foreclosure crisis has made it hard for Clinton and Sanders to reach Nevada voters:  
2869,At least 23 civilians killed as missiles hit three hospitals and a school in Syrian towns:  
2870,Vast winter storm targets East Coast; hundreds of flights canceled 
2871,Four Americans held in Bahrain as the island marks the anniversary of Arab Spring protests: 
2872,Jeb Bush to get a hand from brother George W. in South Carolina 
2873,Oil extends rally on prospects OPEC could act to counter low prices:  
2874,Obama urges Russia to stop bombing 'moderate' Syria rebels:  
2875,"Foreclosure crisis snarls Clinton, Sanders' efforts to reach Nevada voters:  "
2876,Supreme Court fight gives Democrats fuel to regain Senate control:  
2877,Virgin Atlantic turns flight back to UK after laser incident 
2878,Republicans gear up for Supreme Court battle after Scalia's death:  
2879,New York police investigate woman's claim of assault by Eliot Spitzer: source  
2880,ECB in talks with Italy over buying bundles of bad loans  
2881,"Asia shares mostly firm, China sets yuan higher  "
2882,"Japan economy shrinks more than expected, highlights lack of policy options  "
2883,Israel says its forces shot dead five Palestinian assailants 
2884,Record-setting cold chills U.S. Northeast on Valentine's Day 
2885,Volkswagen managers were notified about diesel probe in May 2014: sources 
2886,Fed's 'dot plot' looks increasingly out of touch on rates 
2887,Germany wants to introduce random emissions tests on cars 
2888,Reaction to death of Supreme Court Justice Scalia  
2889,Obama says he will nominate Justice Scalia's successor in due time:  
2890,"A look back at Antonin Scalia's words on critics, politics and Roe v. Wade.  "
2891,Political leaders and presidential candidates react to news of Scalia's death:  
2892,Showdown between Obama and Republican-controlled Senate looms over Scalia's replacement:  
2893, President Obama intends to nominate successor for Scalia on Supreme Court
2894,"Justice Scalia, conservative icon, dead at 79:  "
2895," Justice Scalia was an ""extraordinary individual and jurist, admired and treasured by his colleagues"": Chief Justice Roberts"
2896,Justice Scalia has died at 79:  
2897,U.S. Supreme Court Justice Scalia dead: Texas governor 
2898,Justice Scalia dead: San Antonio Express-News  
2899,Bryant soaks up warm farewell from frigid outpost 
2900,"Dangerous cold grips northeast U.S., could break Valentine's Day records "
2901,"More than 5,000 pregnant women in Colombia have Zika virus: government "
2902,Trump's profanity may be fodder for rivals at Republican debate 
2903,Market turmoil could hold back euro zone inflation: ECB's Coeure 
2904,China central bank: speculators should not dominate sentiment  
2905,Twitter says Dorsey continues to forego direct compensation  
2906,"Senate passes 'provocative' China bill, Cruz lifts nominee holds  "
2907, Boeing nears decision to self-fund more F/A-18 fighters  
2908,"Apple to launch new iPhone, iPad in March: 9to5mac "
2909,Zika link to birth defects could be proven within weeks: WHO 
2910,"After 1,000-year split, pope and Russian patriarch embrace in Cuba:  "
2911,Tougher lending standards pose risk to outlook for Fed 
2912,Young blacks more open to Bernie Sanders' White House bid 
2913,"U.S., UK likely to charge multiple banks in Libor rigging: WSJ "
2914, Immigrants arrested in U.S. raids say were misled on right to counsel 
2915,Two teenage girls dead in shooting at Arizona high school: 
2916, Two 15-year old girls dead in shooting at Arizona high school: police
2917,Authorities to sweep Oregon wildlife refuge for explosives after armed standoff:  
2918,"House backs tighter North Korea sanctions, sends bill to Obama "
2919,"Two people shot at a high school in Glendale, Arizona: "
2920,Delayed ceasefire lets Russia keep bombing:  
2921,Legionnaires' outbreak near Flint discussed ahead of public notice: report 
2922,Two wounded in shooting at Arizona high school: police 
2923,From a river town in Slovenia to the White House?  
2924,U.S. core retail sales rebound solidly in January 
2925,Clinton and Sanders go after minority votes -  
2926,Authorities to sweep Oregon wildlife refuge after armed standoff 
2927,Brexit - What are the key areas of debate? Here's a rundown:  
2928,FIFA election heats up as rivals slam Infantino World Cup plan  
2929,Asian shares slip as bank fears add to global gloom  
2930,"Crude prices jump nearly 6 percent, but outlook still bleak  "
2931,Kremlin critic Navalny files lawsuit citing Reuters investigation against Putin:  
2932,Low U.S. jobless claims underscore labor market strength 
2933,What's behind the global stock market selloff? 
2934,Drug cartel battle kills 52 in northeastern Mexican prison:  
2935,"LIGO has found gravitational waves. Understanding what that means: 
"
2936,Standoff at wildlife refuge in Oregon officially over: FBI 
2937,Fed's Yellen sticks to her guns as market rout worsens:  
2938,Congress approves permanent Internet access tax ban 
2939, Air Force Major General James Martin has recovered after fainting during Pentagon press briefing. 
2940,Judge to State Dept: finish Clinton email release this month 
2941,Three of last four occupiers surrender at Oregon wildlife refuge 
2942,"LIGO has found gravitational waves - but what are they? 
"
2943,52 people killed in Mexican prison riot: state governor 
2944,U.S. stock indexes plummet as investors are spooked by the health of the global economy:  
2945,U.S. jobless claims fall back to near cycle lows:  
2946,Einstein's gravitational waves detected in scientific milestone 
2947,"As market rout continues, Yellen sticks to her guns "
2948,NATO launches sea mission against people-smugglers 
2949,Donors urge Clinton to sharpen message ahead of debate with Sanders:  
2950,Back to its roots: how Zika may threaten Africa 
2951,Kurdish forces said to take air base near Turkish border 
2952," Jobless claims fall to 269,000 for latest week"
2953,'We're not leaving without our weapons' - the latest from the Oregons tandoff :  
2954,"Justice Dept. sues Ferguson, Missouri, to force police reforms:  "
2955,Crowded insurance industry becomes latest casualty of oil slump  
2956,"Twitter's CEO making big product changes, but users not wowed  "
2957,FBI moves in on last four occupiers at Oregon wildlife refuge  
2958,FBI moving in on last four occupiers at Oregon wildlife refuge: report 
2959,"Robert Kennedy assassin, Sirhan Sirhan, denied parole: official "
2960,"U.S. can still hit climate goals despite Supreme Court pause, White House says "
2961,Justice Department sues Ferguson over police reforms:  
2962,Yahoo announces first round of layoffs as it trims 15 percent of workforce 
2963,"U.S. Justice Department sues Ferguson, Missouri over police reform "
2964,Ferguson says wants to negotiate Justice Dept. reforms 
2965,Twitter disappoints investors again as user growth stalls:  
2966," Justice Department will file lawsuit against Ferguson, Missouri to enforce police reform plan"
2967,Ohio House passes bill to deny funds to Planned Parenthood 
2968,Twitter user growth stalls in fourth quarter 
2969,"Despite carbon ruling, White House says U.S. can meet climate deal goals "
2970,"Artificial intelligence, a designated driver? Read more:  "
2971,Major German carmakers recall U.S. vehicles in latest move of long-running safety crisis:  
2972,"Republicans Christie, Fiorina to quit White House bids "
2973, Carly Fiorina ends 2016 White House race - Facebook post 
2974,New Jersey Gov. Christie drops 2016 Republican presidential bid: aide 
2975,Chris Christie drops 2016 Republican presidential bid: aide.  
2976, New Jersey Governor Chris Christie ending presidential campaign: Senior aide 
2977,'No major alarm signals' - How investors reacted to Yellen:  
2978, U.S. agrees with Google that a car's driver doesn't have to be human.  
2979,Yellen says the Fed isn't likely to reverse course on rates - despite risks:  
2980,This is the millennial car buying shift - as told by Toyota:  
2981, More than 60 people killed in suicide bombings in northern Nigeria - officials
2982,"In crucial vote, Hillary Clinton fails to rally women to her history-making bid "
2983," Estimated 50,000 people displaced by upsurge in Syria war, mainly in northern areas of Aleppo province: Red Cross"
2984,Sanders courts U.S. black vote after coasting to New Hampshire win:  
2985,Fed's Yellen says global risks could pose U.S. growth threat:  
2986,A breakfast in Harlem underscores key challenge for White House hopeful Sanders:  
2987,Republican N.J. Governor Christie to end 2016 presidential bid: Fox 
2988, Chris Christie plans to drop out of presidential race: TV networks
2989,Wall St. opens higher after Yellen comments:  
2990,Turkey's Erdogan chastises U.S. over support for Syrian Kurds 
2991,Fed's Fischer says worried by emergency credit reporting rules:  
2992, Probe into German train crash is focussing on human error by signals controller - source involved in investigation.
2993,Why the WHO may not survive as it is for another decade:  
2994,Fed's Yellen cites global risks but says U.S. should motor through 
2995,"Airbag problems cause VW recall of 680,000 brand cars in U.S.:  "
2996,Trump serves notice to those who refuse to take his 2016 White House campaign seriously:  
2997,"VW recalls 680,000 brand cars in U.S. over airbag problems "
2998,Twitter results need to wow to reassure investors:  
2999,Yellen faces tough sell on Fed rate hikes in Congress:  
3000,Dollar struggles as Yellen eyed for direction:  
3001,European banks face sell-off more savage than 2008:  
3002,"Zika, disease of the poor, may not change abortion in Brazil "
3003,Rapidly aging Thailand tells businesses to hire more elderly  
3004,Oil prices rebound from sharp selloff; more volatility expected  
3005,"Asia stocks drop as banking sector concerns smoulder, yen stands tall  "
3006,Trump and Sanders take New Hampshire by storm:  
3007," In boost to self-driving cars, U.S. tells Google computers can qualify as drivers  "
3008,Supreme Court blocks Obama carbon emissions plan  
3009," Bernie Sanders: ""We have sent a message that will echo from Wall Street to Washington."" "
3010, Hillary Clinton congratulates Bernie Sanders on stage after losing New Hampshire primary. 
3011, We are on the ground with Bernie Sanders and he is about to take the stage for his victory speech. 
3012,Obama proposes $4.1 trillion spending plan in final White House budget:  
3013,Ex-drug CEO Shkreli is being sued over his $2 million Wu-Tang Clan album:  
3014,"Daimler is recalling 840,000 vehicles in the U.S. over airbag concerns. Find out more:  "
3015,FBI director says investigators unable to unlock San Bernardino killer's phone content:  
3016,"Daimler recalls 840,000 vehicles in U.S. for airbag concerns "
3017,More Americans quitting jobs as labor market strengthens 
3018,Hawaii's Big Island declares state of emergency over dengue fever infections:  
3019,What do Trump and Sanders have in common? They're both looking for a lift in New Hampshire:  
3020,Hearing on 'Serial' murder case wraps up in Baltimore 
3021, China detects first imported Zika case - Xinhua news agency
3022,'Homegrown' terrorist attacks are a top security threat this year: U.S. intelligence chief.  
3023,U.S. intelligence chief warns of 'homegrown' security threat 
3024,Martin Shkreli is being sued over his $2 million Wu-Tang Clan album:  
3025,Shkreli is sued over his $2 million Wu-Tang Clan album 
3026,Iraqi forces make gains against Islamic State east of Ramadi 
3027,Rubio needs strong New Hampshire showing to rebut debate critics 
3028,Brazilian studies aim to unravel Zika's link to birth defects 
3029,Obama lays out 2017 spending priorities in final White House budget  
3030,Hong Kong riot police fire warning shots in clash with street vendors  
3031,Global stocks dumped for safe havens as bank fears flare  
3032,Now it is Tesla's turn to confront the bears  
3033,U.S. judge again denies Texas request to bar Syrian refugees 
3034,"National Security Agency merging offensive, defensive hacking operations "
3035,Find out why ISIS is cutting salaries:  
3036,Verizon enlists AOL CEO to explore Yahoo deal: Bloomberg 
3037,Trump versus Jeb in New Hampshire on day before crucial primary 
3038,"First Ebola, now Zika: Withering criticism for the WHO.  "
3039,Wall Street bleeds:  
3040,Groups urge Kerry to work for release of U.S. man 'left behind' after Iran prisoner deal:  
3041,U.S. health official: Widespread Zika vaccine not likely to be available for years.  
3042,North Korea's latest rocket launch may spur buildup of U.S. missile defense systems in Asia:  
3043,Wall St. extends tech-led selloff -  
3044,Woman who accused Bill Clinton of assault to campaign against Hillary:  
3045,Woman who accused Bill Clinton of assault to campaign against Hillary presidential run 
3046,"Before New Hampshire primary, Trump campaign shows mellower side "
3047,Crude oil rises in holiday-constrained trade  
3048,"CEOs, venture backers lose big as LinkedIn, Tableau shares tumble  "
3049,"Beyonce, Bruno Mars heat up Coldplay's Super Bowl halftime show  "
3050,"Crude oil slips after Saudi, Venezuela meeting on prices yields little  "
3051,Denver lead Carolina 10-0 after first quarter of Super Bowl 
3052,"Small stakes, big impact: Obama’s investment in the gun industry.  "
3053, Classic SuperBowl moments through the years.  
3054,Why President Obama’s $30 stake in the gun industry matters.
3055,Volkswagen to offer generous compensation for U.S. customers: paper 
3056,New breed investors embrace China's white-knuckle ride 
3057,"As Big Oil shrinks, boards plot different paths out of crisis  "
3058,"More pulled out alive after Taiwan quake, about 120 people still trapped  "
3059,"Inarritu wins DGA award for 'The Revenant,' stoking its Oscar hopes "
3060,Republican U.S. presidential hopefuls say Zika quarantine may be needed  
3061,"North Korean rocket puts object into space, angers neighbors, U.S.  "
3062,Christie and Bush came after Rubio at GOPDebate.  
3063,Twitter users decry reported plan to prioritize tweets  
3064,President Obama is invested in the gun industry – are you?  
3065,Many Americans unwittingly own a piece of the gun industry. Do you?
3066,"More than 3,100 pregnant women in Colombia have Zika virus: government "
3067,Why Smith &amp; Wesson shares have more than doubled since Sandy Hook
3068,"Taiwan quake kills at least 11, fells apartment block "
3069,"Trump, Rubio likely targets in eighth Republican presidential debate "
3070,Yogurt maker Chobani rejects PepsiCo's offer for stake in company  
3071, Pentagon's budget plan funds 404 Lockheed F-35 jets - sources  
3072," Presidential hopefuls Sanders, Clinton in dead heat - Reuters/Ipsos poll  "
3073,"A look at the week around the world, in   "
3074,"Twitter suspends over 125,000 accounts for 'promoting terrorist acts' "
3075,Thousands flee as Russian-backed offensive threatens to besiege Aleppo:  
3076,What gun-control headlines mean for gun-industry bottom lines 
3077, Our images from the scene of the fatal crane collapse in Manhattan this morning.  
3078,Do you own a piece of the gun industry without knowing it?
3079,"Manhattan construction crane collapses, kills one "
3080,At least one dead after construction crane collapses in lower Manhattan:  
3081,Special Report: Why Obama and other gun control advocates own stock in firearms makers 
3082,"U.S. job growth slows, unemployment rate at eight-year low:  "
3083,"Trump holds lead in New Hampshire, rebuked for profanity by Bushes "
3084," One killed, two injured after crane collapse in lower Manhattan. LIVE coverage: "
3085, Construction crane collapses in lower Manhattan: CBS
3086," U.S. economy added 151,000 jobs in January, unemployment at 4.9 percent."
3087,Top U.S. economy forecaster holds steely confidence in job market: Reuters poll -  
3088,Sea lion takes a booth at San Diego restaurant on the beach  
3089,Volvo readies for U.S. slowdown as fourth-quarter profit just lags  
3090,BMX icon Dave Mirra dead at 41 in apparent suicide: police 
3091,Viacom names CEO Dauman as chair as Redstone exits; daughter protests 
3092,Justice Department considers legal changes to combat domestic anti-government extremists:   
3093,Michigan emails show officials knew of Flint water disease risk 
3094,Obama to seek new tax on oil in budget proposal 
3095,Bill being drafted after concerns that annual human trafficking report was watered down:   
3096,"Shkreli laughs off questions from lawmakers, calls them 'imbeciles' on Twitter:  "
3097,New bill being drafted to reform human trafficking rankings following Reuters investigation:  
3098, New U.S. bill being drafted to reform human trafficking rankings 
3099,Brazil confirms Zika infection from a blood transfusion:  
3100,"Clinton, Sanders take new combative tone into first one-on-one debate "
3101,Rubio under attack as New Hampshire primary race heats up 
3102,Martin Shkreli insults Congress on Twitter after refusing to testify:  
3103,'Hard to accept that these imbeciles represent the people in our government': Shkreli tweets 
3104,Martin Shkreli pleads the Fifth before Congress:  
3105,Ex-drug executive Shkreli invokes Fifth Amendment before Congress 
3106,U.S. jobless claims rise more than expected 
3107,Billions pledged for Syria as tens of thousands flee bombardments 
3108,Top al Qaeda commander killed in Yemen drone strikes: residents 
3109,"Airlines giving refunds on tickets to Zika zones, offering to reassign crew:  "
3110,"UK PM Cameron's spokesman says: Should Julian Assange leave the Ecuadorian embassy, arrest warrant will be put into effect."
3111, UK PM Cameron's spokesman says UN decision on Julian Assange would not be legally binding.
3112," British Foreign Office: allegation of rape outstanding against Julian Assange, so UK has a legal obligation to extradite him."
3113,U.N. panel rules in favour of Wikileaks' Assange:  
3114,Ex-drug executive Shkreli has $40 million trading loss: U.S. -  
3115,Airline battle brews in Gulf as Iran eyes regional hub role  
3116,Oil bears closing of $600 million triple-short fund bet seen adding to tumult  
3117,U.S. lawmakers unlikely to get answers from ex-drug executive Shkreli 
3118,"Google search chief Singhal to quit, to be replaced by AI head  "
3119,Redstone seen resigning as Viacom chair after stepping down at CBS  
3120,"Dollar pressured as US rate hikes views cool, Fed-speak awaited  "
3121,Democratic hopeful Sanders attacks Clinton's 'progressive' credentials 
3122,Honda adds 2.2 million vehicles to Takata air bag recall 
3123,Pennsylvania judge declines to toss Cosby sex assault case 
3124,Pennsylvania officials can prosecute Cosby for sex assault: judge 
3125,Sumner Redstone resigns as CBS executive chairman 
3126,Google's search business chief Amit Singhal to leave 
3127, Les Moonves is appointed chairman of CBS board after Sumner Redstone resigns
3128,"Obama visits mosque, declares attacks on Islam are attacks on all faiths.  "
3129,Republican presidential campaign turns nastier; Paul drops out 
3130,Martin Shkreli's E*Trade account takes a $40 million hit:  
3131,Cosby's lawyer says he would have blocked rape deposition without deal:  
3132,Aleppo offensive has uprooted hundred of families and killed three humanitarian aid workers: U.N. 
3133,Obama makes his first visit to a U.S. mosque to counter Republican rhetoric about Muslims:  
3134,"Ex-drug exec Shkreli has suffered a $40 million trading loss, says U.S. prosecutor.  "
3135,The Making a Murderer effect: U.S. exonerations hit record high as more cases probed.  
3136,Why China's boldest overseas takeover move is more than just one company buying another:  
3137,"""Ted Cruz didn't win Iowa, he stole it"" - Trump calls for another vote after caucuses.  "
3138,Trump accuses Cruz of stealing Iowa caucuses through 'fraud' 
3139,Family of Oregon occupier shot by law enforcement accuses FBI and police of a cover-up:  
3140,"Now the NFL Rams have gone, St. Louis is still saddled with stadium debt:  "
3141,New York inmate given the maximum sentence for daring prison escape last year:  
3142,How Zika mosquitoes’ habits may foil U.S. elimination efforts:  
3143,U.S. government sources say bomb likely caused Somalia plane blast:  
3144, Investigators believe bomb likely caused explosion on Somalia plane: U.S. government sources. 
3145,Republican presidential candidate Rand Paul suspends his 2016 White House campaign:  
3146,Republican Rand Paul suspends 2016 White House campaign 
3147, Republican Presidential candidate Rand Paul suspends campaign for 2016 nomination - CNN
3148,"First U.S. Zika virus transmission reported; has been attributed to sex, not mosquito bite:  "
3149,GM North America fourth-quarter profit tops estimates 
3150,DNA traces found of U.S. Marines killed in helicopter crash off Hawaii  
3151,Chipotle says California probe widens into national investigation  
3152,ChemChina makes $43 billion agreed bid for Switzerland's Syngenta 
3153,U.S. exonerations hit record high as more troubled cases probed 
3154,"Yahoo to look at job cuts, alongside spin-off  "
3155,"Amazon plans to open up to 400 bookstores, says mall operator  "
3156,House passes bill again to restrict Obama lifting Iran sanctions  
3157,House fails to knock down Obama veto of anti-Obamacare bill 
3158,U.S. January auto sales stronger than expected 
3159,Yahoo to explore strategic alternatives alongside spin-off 
3160,Yahoo quarterly revenue falls 15 percent 
3161,Yahoo to say it is exploring 'strategic alternatives':  $YHOO 
3162,Yahoo to say it is exploring 'strategic alternatives' 
3163,"First U.S. case of Zika virus in Dallas County, health officials "
3164,CDC spokesman said agency did not investigate how Dallas Zika case was transmitted.  
3165,Spin-off or sale? Yahoo's turnaround plan set to dominate its earnings report later today:  
3166,EU seeks to bring U.S. trade talks towards a close by summer: trade commissioner 
