,0
2728,"When a deaf person sees me yawn, does he think I'm screaming?"
2729,My cat should stop thinking outside of the box.
2730,"My parents are omnipotent. In other words, they are all-no-ing."
2731,When a women says 'What?' it's not because she didn't hear you. Shes giving you a chance to change what you said.
2732,I'm gonna make a book called there's Waldo. And you have to find everything else.
2733,If I turned invisible I'd go to Paris and beat up a street mime. The amount of applause he would get would be amazing.
2734,Do you think Satan gets a lot of letters from Dyslexic kids during Christmas?
2735,The chances of you dying on the way to get your lottery tickets are greater than your chances of winning.
2736,"Hitler without a blindfold: "" I can see""
Hitler with a blindfold: "" I can Nazi"""
2737,Teacher: A person who helps you solve problems you wouldn't have without them.
2738,"""Wow, nice pair of crocs""
-Said no one, ever."
2739,"Was on Yahoo! Answers and saw a question. 
""How big is the specific ocean?""
I replied, "" Can you be more pacific? """
2740,"My girlfriend says I never take her anywhere expensive, so I took her to the gas station."
2741,The problem with political jokes is they always get elected.
2742,I walk by the clock to pass the time.
2743,"For every dollar a man makes, a woman makes seventy cense. That's not fair cause the man is only left with .30."
2744,"If I had a quarter for every time homeless person asked me for change, I'd still say no."
2745,The only thing easier to pick up when it's heavy is women.
2746,So stressed my acne just broke out.
2747,"When a recipe asks for crushed ice, I tell the cubes they'll never amount to anything."
2748,You know that tingly feeling you get when you like someone? That's common sense leaving your body.
2749,"Do you ever get the feeling you're being watched? Because if it's bothering you, I'll stop."
2750,I think men who have a pierced ear are more prepared for marriage. They've already bought jewelry and have experienced pain.
2751,"'Yo yo'--a six year old's favorite toy, or two gang members talking? You be the judge."
2752,"Sometimes, I miss being in a relationship. But then I look in my wallet and feel alright again."
2753,An angel came and told me God has been hearing my prayers...and they're really creeping Him out.
2754,"I'm not ignoring you, I'm pretending you're dead."
2755,"My girlfriend left me for my neediness of approval. That's ridiculous, right guys? Right? Right?"
2756,"Roses are grey.
Violets are grey.
I'm colorblind."
2757,"Instead of cosmetics, I'm giving my wife PhotoShop."
2758,Some girl just said she wanted to have my children. Im dropping off my 2-year-old tomorrow.
2759,Why do people take years to write a novel when they can buy one for a couple bucks?
2760,Magicians make people disappear all the time! But as soon as I take and hide a regular person everyone freaks out!
2761,The first time I sang in the church choir about 200 hundred people changed their religion.
2762,It pains me to say this...but I have a sore throat.
2763,Age has its advantages. Too bad no one that old can remember what they are.
2764,"When someone calls me ugly, I get super sad and hug them, because I know how tough life is for the visually impaired."
2765,"I'm super lazy. It's like lazy, but I wear a cape."
2766,When I went to the urologist he said I had to go.
2767,"I want to find my true self. But for fun, I decided to throw on some camouflage."
2768,All men make mistakes. Married men just find out about them quicker.
2769,Ever decide to run a red light but the guy in front of you chickens out?
2770,Do you know what all kind of imported port-a-potties should be called? EUROPEAN.
2771,"The only time I smile when I have done something wrong, is when I have found someone to blame it on."
2772,People like you are the reason we have middle fingers.
2773,I'm happy. Don't ruin it by talking to me.
2774,I'd rather have a mustache than a baby.
2775,"In a thousand years, archaeologists will dig up tanning beds and think we fried people for punishment."
2776,"""Last night, I was sitting so long that I had to do some stretches before I used the bathroom."" -Corinna M"
2777,Foosball: A combination of soccer and shish kabobs.
2778,I never knew true happiness until I got married...then it was too late.
2779,Anything not made by God is made in China.
2780,You so ugly even a basilisk couldn't look you in the eye.
2781,Making another Facebook profile called Ahontas and have people poke me.
2782,The last piece of that Butterfinger I ate in '07 finally came out of my teeth.
2783,"I tried on a pair of jeans from 7 years ago and they still fit perfectly. My ""eat whatever I want and hope nothing happens"" diet is working!"
2784,"Whenever I have a problem, I just sing. Then I realize that my voice is worse than my problem and it isn't a big deal anymore."
2785,Home alone and something just farted. Don't know whether to laugh or be scared.
2786,Was in the gym earlier and jumped on the treadmill.people were giving me weird looks so I started jogging instead.
2787,"My girlfriend said my brother is ugly, I typically wouldn't mind, but we are identical twins."
2788,"When people tell me to make myself at home, I begin to yell invariably at the tv."
2789,"Take my advice, do not take my advice."
2790,"Some day you'll go far, and I hope you stay there."
2791,I have horrible luck. The only girl in the world for me is my adopted sister.
2792,I'm going to open a parachute company. Because anyone who would complain about my product is already dead.
2793,I predict we have been reading the Mayan calendar upside-down an we still have another 2000 years to live.
2794,Trying to figure out why suicidal pilots wear helmets.
2795,"Ugly people don't need beauty sleep, they need hibernation."
2796,"When girls say ""let's just be friends"" it's like your mom telling you that your dog died but you can still keep it."
2797,My New Year's resolution is to make commitments I can't keep. I am well on my way.
2798,If I ate myself would I be twice as big or disappear completely?
2799,The only dream that ever comes true is one about peeing.
2800,Liking your own Facebook status is like high-fiving yourself in public.
2801,"Fundraiser idea: Play 'Baby' by Justin Bieber constantly, and have people pay to make it stop."
2802,New Year's Resolution: 1: Buy a padlock. 2: Find a person with Tunnel plugs( holes in their ear). 3: Lock it onto their ear. 4: Run.
2803,Just bought some Emo grass seed for the lawn. It cuts itself!
2804,We live a society where obesity is uprising and skinny jeans are a fad. Please help me.
2805,Iasanamericanhavediscoveredanewwaytobelazyandthatisusingnospacebar.
2806,"I stood up and the button on my shirt fell off, I grabbed my bag and the handle broke off, and now I'm really afraid to go to the bathroom."
2807,Video games have better plots than moves nowadays.
2808,"I met the girl of my dreams, then I woke up."
2809,Don't lie to me! That's what the government does!
2810,"Dog: Man's best friend.
Cat: Man's reclusive roommate who poops in a box."
2811,Does this XXXXL shirt make me look fat?
2812,Do you think when midgets take drugs they get medium instead of high?
2813,Did you ever noticed the word 'bed' actually looks like one?
2814,I say 'Pika' every time before I sneeze.
2815,Chuck Norris is a stupid actor! if he was a good actor he'd come over and slap my head on the keyknadjndbndkndbjdknskodokdnsnmanbsjdo
2816,What people don't realize: Those people who think paying $60 for a video game is a waste just bought themselves a $300 pair of shoes.
2817,I was looking at my family tree and noticed a dog peeing on it.
2818,The best person for the job is the one who understands it well enough not to want it.
2819,"Ernie, would you like some ice cream? Sherbert!"
2820,"Need a distraction? Not only does 12+1=11+2, but the letters ""twelve plus one"" rearrange to give you ""eleven plus two""."
2821,Press Alt + F4 to finish the joke..
2822,Shotgun Weddings : A wife or death situation.
2823,"I live everyday trying not to disappoint those three people who wrote ""Stay Cool"" in my yearbook."
2824,"Sometimes wisdom doesn't come with age, sometimes just age likes to show up."
2825,I once had a girlfriend who could look into the future. She left me before we met.
2826,"one out of every four Americans is suffering from some form of mental illness. Think of your three best friends. If they are okay, its 
You"
2827,"As I said before, I never repeat myself!"
2828,"I'm going to get a bumper sticker that says ""If you can read this, I can slam on my breaks and sue you"""
2829,Just sold my car for gas money.
2830,"Watching a blonde with lipstick on her forehead, she must be making up hermind."
2831,"Watched a blonde staring at an orange juice for 20 minutes, finally asked her what she was doing and she said it said ""concentrate"""
2832,I have a degree in art--you want fries with that?
2833,"111,111,111 x 111,111,111 = 12,345,678,987,654,321"
2834,"- Don't be irreplaceable, if you can't be replaced, you can't be promoted."
2835,Just changed my ringtone to a busy signal. Why haven't I thought of this before?
2836,"If I melt dry ice, can I swim without getting wet?"
2837,Beauty is only a light switch away.
2838,Right now I'm having amnesia and deja vu at the same time. I think I've forgotten this before.
2839,Just found a misspelled word in the dictionary... What do I do?!?!
2840,I considered atheism but there weren't enough holidays
2841,"If you see your friend Jack on an airplane, don't say Hi to him."
2842,What's the difference between a girlfriend and a wife? 45 pounds.
2843,Did you hear about the paranoid dyslexic? He thought he was following someone.
2844,I wish school was as easy as half the girls that go there.
2845,The reason I don't watch Jersey Shore is because I can watch talking carrots on VeggieTales.
2846,"I still miss my ex-girlfriend, but my aim is improving"
2847,I wanted to lose weight so I went to the paint store. I heard I could get thinner there.
2848,Police were called to a daycare where a three-year-old was resisting a rest.
2849,Need an ark to save two of every animal? I noah guy.
2850,"I would take a bullet for anybody, unless it was shot out of a gun."
2851,"Im sorry, did The middle of my sentence interrupt the beginning of yours?"
2852,"A men tells his doctor ""Doc, help,I'm addicted to Twitter!"" the doctor replies, ""sorry, I dont follow you.."""
2853,It's always funny until someone gets hurt. Then it's hilarious.
2854,What is it called when I pay people off not to call it bribery?
2855,I learn from the mistake of others who take my advice.
2856,I put off more things by 9:00am than most people do all day.
2857,People can be so full of crap. They should consider a laxative.
2858,Why'd The blonde get fired from The M&M factory? She threw away all The W's
2859,"If a man with no arms has a gun, is he armed?"
2860,What's the other word for synonym?
2861,I'm amazed swearing isn't a part of Driver's Ed.
2862,Just saw a guy hairier than Chewbacca dipped in Rogaine
2863,I'm busier than a one-toothed man in a corn-on-the-cob eating contest.
2864,Originality is The art of concealing your sources.
2865,Marriage is not a word. It's a sentence.
2866,"Follow your dreams, except for the one where your naked at work."
2867,"Got some new underwear today, well, to me."
2868,I'm not a pessimist. I have a B Negative blood type.
2869,Want to save money on car insurance? Flee the scene!
2870,They need to change the national bird to Kentucky Fried Chicken.
2871,"Nothing makes me feel more in control then the shaking, panicking icons when I'm about to delete an app."
2872,Can't find the bottom of my shoes. Guess I have some sole searching to do.
2873,Went to open mic night and it was just some dude talking about his life.
2874,I'm throwing a party for people who have issues with orgasms. Can you come?
2875,"Twilight's like soccer. They run around for two hours, nobody scores, and its billion fans claim you just don't understand."
2876,"Why do women live longer, peaceful lives? Because they don't have a wife!"
2877,"Girl: Do you know, why were females created before males?
Boy: Because God needed a rough funny draft before the final copy!"
2878,"Do you know when you are in hospital, your friends ask: Hi, how are you dear?
But your best friends ask: Hey buddy, how is the nurse?"
2879,"My girlfriend thinks I'm a workaholic, to prove her wrong, I only worked a double shift on the weekends instead of a triple."
2880,"""Inverted sit-ups"" is just a fancy name for lay-downs. I can only do one. But I can hold it for a long time."
2881,"I wish there was a cereal with human shaped things to eat, then I could be a cereal killer."
2882,"If a deaf person swears, does their mom wash their hands with soap?"
2883,"My best friend ran off to become a mime, I haven't heard from him since."
2884,"""The biggest problem with using the Internet is you never know if it's reliable or not"" -Abraham Lincoln"
2885,I was just awarded a trophy for laziness. All I need now is for someone to accept it on my behalf.
2886,The first person who pulled an egg out from under a chicken's butt and ate it must have been really freaking hungry.
2887,"Teachers know when you are texting. I mean, are you really looking at your crotch and smiling?"
2888,"If there was a hero that saved people from awkward conversations, he'd be more popular than Superman."
2889,I'm on a diet where I eat everything and hope for a miracle.
2890,Bad decisions=good stories.
2891,My favorite outdoor activity is going back inside.
2892,Baby: What you can sleep like if you dont have one.
2893,"I saw a transvestite wearing a shirt that said ""guess"""
2894,How fast does a Zebra have to run before it looks grey?
2895,I have a time machine. But it only goes forward at a regular speed.
2896,Whale watching is very similar to watching disappointed people on a boat.
2897,Home: A mobile home with a flat tire.
2898,"Renamed the router ""Hide Your Kids, Hide Your Wi-Fi"""
2899,They should make a Rosetta Stone for men to understand women.
2900,"Be there in 5 minutes, if not, read this again."
2901,I think the most unrealistic thing about Harry Potter is the fact a Ginger had two friends.
2902,"When I see people in camouflage I bump into them and say""Whoa, sorry I didnt see you there""."
2903,My math professor staples Burger King applications to failed tests.
2904,"Girls, if a guy pauses a video game to text you back, marry him."
2905,Are straight and gay pirates after the same booty?
2906,"I'm going to make an ice cream name ""Genetics"" so then people have an excuse to be so fat."
2907,"I'm going to make a shirt for fat people that says ""I beat anorexia""."
2908,Why did the phone wear glasses? He lost his contacts.
2909,I see a striking resemblance between Justin Bieber and Elton John.
2910,I hate Lay's for selling me air in a bag with a little bit of chips.
2911,"Back in my day, we had NINE planets."
2912,Respect your parents. They did school without google or Wikipedia.
2913,Why'd the idiots at Microsoft buy Skype for over $10 million dollars when they can download it for free?
2914,I think the worst part about being an Asian is trying to tell whether you blinked in a picture or not.
2915,"Tickling: Like being raped, but you're forced to laugh."
2916,"When MW3 was released in Iraq, they called it Sims."
2917,I think Emos just like the way their hair smells.
2918,Fighting for peace is like having sex for virginity.
2919,LOOK LEFT ----------------------------&gt; fail.
2920,"Study: The act of watching TV, texting and eating with an open textbook nearby."
2921,I wish Google Maps had an 'Avoid the Ghetto' routing option.
2922,I wanna throw a party with fake alcohol and see how many people act wasted.
2923,Those laxative commercials seem to go right through me.
2924,Sick of being so tired? Well there's a nap for that.
2925,I was reading 'The History of Glue' last night--I couldn't put it down.
2926,I wish my only problem in life was fighting over how many millions of dollars I make. #Lockout
2927,That moment where you're trying to work but a bunch of YouTube videos keep popping up.
2928,"I wont jump in front of a bullet for anyone. Because if I have time to jump in front, you have time to move."
2929,I'm quitting eating these Thanksgiving leftovers; cold turkey.
2930,I would be the funniest man alive if I had no morality.
2931,"Him: You're sexy!
Her: And I Know it!
Him: LMFAO, good one!"
2932,Ambition is a poor excuse for not having enough sense to be lazy.
2933,I've got a friend whose butler is missing his left arm--serves him right.
2934,"I bought a Christmas tree today. The guy asked me if I was going to put it up myself. I said no, I'll probably put it in the front room."
2935,"People who say ""Give it 100%"" haven't ever donated blood, have they?"
2936,It really bugs me that OCD isn't alphabetized.
2937,The mail has became so slow that the seeds I ordered arrived in full bloom.
2938,"My family's new television has parental control.

I'm gonna use it to get my mom to make me a sandwich."
2939,"Note to thieves: Steal from a thug, chances are his PIN #s are one of three 4-letter swear words."
2940,"I watch pom. You misread that, didn't you?"
2941,Modern Warfare 3: The ultimate form of birth control.
2942,"TEACHER: Now, Simon, tell me frankly, do you say prayers before eating?

SIMON: No sir, I don't have to, my Mum is a good cook."
2943,"Recent Sperm Bank Review: ""I love coming here"""
2944,Going to mcdonalds for a Salad is like going to a hooker for a hug.
2945,Halloween: the only day you can get away with killing someone and leaving them on the front porch.
2946,We went from playing doctor as kids to airport security as teenagers.
2947,Humpty Dumpty died a crack head.
2948,Deja Moo--Feeling like you've heard this Bull Crap before.
2949,Just saw a blonde driving a smart car. I could make a joke out of this...
2950,"A thing to ponder: if the Pope uses the restroom, is it a holy crap?"
2951,Marriage is like game of poker. You start with pair and end with full house.
2952,"If prisoners get arrested, where do they go?"
2953,Just ordered a load of bubble wrap off eBay today. Just to see what it gets delivered in.
2954,"Cleavage - It's like the sun. It's okay to look, but dangerous to stare."
2955,I think it is time I tell you what people are saying behind your back...! Nice Butt.
2956,Funny Laws-Alaska: persons may not live in a trailer as it is being hiked across the city.
2957,Funny Laws-Alaska: it is considered an offense to push a moose out of an airplane.
2958,"Q. Where do you find a one legged dog?
A. Where you left it."
2959,Help keep America beautiful. Stay in your house!
2960,"Virginity is like a bubble, one prick and it's gone."
2961,I never win at Scrable.
2962,I'm sick of people lying to me. I asked three people what time it was and they all said something different.
2963,The only regret I would have if I died in my sleep was going to bed.
2964,What is a common illness for Judge's to have? Motion sickness.
2965,Are Pi shops open 22/7?
2966,All exorcism is: B(r)east Reduction
2967,Tork is screwed up.
2968,Torc is screwed up.
2969,The technology of this weed-whacker is cutting hedge!
2970,"Women shouldn't have children after thirty. Because, really, thirty children should be enough."
2971,"I dont know what all this planking business is about, I just know Snoopy started it."
2972,Where do women use the restroom? All I ever see on the bathroom signs are men and Scottish men.
2973,"Giraffes are the cockiest beings I've ever met, do you know how long it takes for them to swallow their pride?"
2974,I just want people to accept who I pretend I am
2975,"Why are hurricanes names after women? Because at first they are wet and wild, then take your home and cars away."
2976,"I love you. I love other words, too."
2977,Just past my English exam.
2978,The only plastic surgery I'll ever give my wife is cutting up her credit cards.
2979,Super Bowl: 30 second clips of men running in between commercials
2980,All trail mix is is deconstructed candy bars.
2981,Women say we men have it easy because we haven't experienced childbirth. How the heck do they think we got here?
2982,"My girlfriend called me to break up with me because 'I don't understand the simplest concepts'--I said'Hang on, how'd you get in my phone?'"
2983,Word to the Women: It ain't the clothes that make you fat.
2984,"My girlfriend left me cause she's sick of me ""quoting her all the time""..."
2985,Tired apostrophes risk falling into a comma.
2986,My smart phone doesnt work. I push home and I'm still at work.
2987,I hate helping people. I think I'll get a job at Apple.
2988,I'd rather  have a dry sense of humor than slobber everywhere .
2989,When I was born I was so smart I got my parents to feed me and dress me and carry me around with them all day.
2990,Auto-correct can kiss my big fat hairy ask!
2991,I always go off topic in middle of the Mediterranean where I had a lovely time.
2992,"Twinkle twinkle little slut, close your legs you filthy mutt."
2993,"I say the right things, to the wrong people."
2994,I live life like how I type. Fast with a lot of mistakes that I'm too lazy to fix.
2995,"I Have faith in fools. In my friends' cases, they call it self-confidence."
2996,Making another Facebook account with the name ' Nobody Actually ' to mess with people's heads when I like their statuses.
2997,I think shooting for the stars is a waste of ammunition.
2998,Life gets easier when youre part of the problem.
2999,I fell in love at first sight...I probably should have looked twice.
3000,I'm green. I use iPhone apps in my iPad to save pixels.
3001,"I'm always one step ahead of my girlfriend. When she dumped me, I told her the bags were already in the car."
3002,I think my computer is female. She's always correcting my mistakes and telling me how to fix them.
3003,Are there really rhetorical questions?
3004,"I was talking to my mate earlier when I thought to myself, ""Why on earth are you called Earlier?"""
3005,I'm so proud of my hydration I don't even flush.
3006,"Since it's the thought that counts, I'll just keep thinking about getting that colonoscopy."
3007,Ignoranus: an ignorant butthole.
3008,"Russian Roulette: You win some, you lose one."
3009,"When Sting retires, will he change his name to Stung?"
3010,Valentine's Day: the reason so many people are born in November.
3011,I size zero considered 2D?
3012,Retro Shopping: comparing prices after you have bought the item.
3013,Unprotected sleep: sleeping without an alarm clock.
3014,Grade Digger: the chick who only talks to me for help with her classes.
3015,Enjoyed the wii-kend. Have I even blinked?
3016,Barage: neighborhood garage transformed to look like a city bar.
3017,What: A taunt used by gangsters.
3018,"Eargasm: climax of ear's pleasure, usually when listening to music. ""Dude! I totally just had an eargasm man!"""
3019,Textpectation: Anticipation of receiving a new text.
3020,Main: what a guys number one girl is. He fails to tell her about the others.
3021,Playlistism: discrimination against people's choice of music.
3022,Emaul: degrading someone via e-mail
3023,Super Bowl: The only show that makes me want to watch the commercials.
3024,"Ho ho ho: Santa's cry, or three prostitutes."
3025,E-void: the use of technology to avoid human contact.
3026,"To celebrate the last Harry Potter movie, I am going to cut a scar in my forehead."
3027,"I'm not old, I'm a classic."
3028,"Naps prevent old age, especially when you take them while driving."
3029,I have a leak in my pipe.. Dam it!
3030,I finally got my sportscar. Got a mad gash between my eyes from a football!
3031,Life is like a bubble bath. All fun and games till till you get some in your eye.
3032,Flashole: Someone who flashes you with their brights even though yours aren't on.
3033,Gashole: A jerk who drives something that consumes a lot of gas.
3034,"Parentnoia:Parentnoia is the irrational fear parents have that their children are doing something wrong, or being hurt in some way."
3035,Do you think if I charged my phone less it would do the same?
3036,Icescapee: The ice cube that ends up on the floor when you break a new tray of ice.
3037,"Chevrolegs: The kind of vehicle you own when you can't afford a car. 

Your feet."
3038,Body Spam: Unsolicited body contact.
3039,"ego-fart: Flatulence forced from one's body in a pompous, self-satisfying manner, without regard to the consideration of others."
3040,"email: Once an efficient and fast method of communication and message transferring, now a way of harassing Internet users with spam,"
3041,Peegret: Regretting not using the bathroom shortly after you leave a facility in which you were able to do so.
3042,"Congreenient: The practice of recycling, or being green, only when convenient. A person who only recycles when it is convenient to do so."
3043,"The stall stall: In public bathrooms, the act of remaining in a bathroom stall after having completed one's business, to maintain anonymity"
3044,YouTube has drastically changed my attention span from about three hours to three minutes.
3045,"Tanorexia: A disease like anorexia, no matter how tan a person is they never think they are tan enough."
3046,Dweet: (v) Tweeting while intoxocated.
3047,Thanksgiving: Another excuse for Americans to eat all day.
3048,Geek: The people you pick on in high school and work for after.
3049,NERD: One whose IQ exceeds their weight.
3050,Twitter Bang: Hooking up with someone in less than 140 characters.
3051,"Hahaha: Used when ""haha"" just isn't funny enough."
3052,Hangry: So hungry by the lack of food you become angry.
3053,Love: Nature's way of tricking people into reproducing.
3054,"Unbrella: An umbrella which has no further use, as when a force of wind turns it inside-out"
3055,Headline: Suicidal twin accidentally kills sister
3056,"Microwave Mentality:
Having the attitude that if something can't be done in 5 minutes or less, it's not worth doing."
3057,Productive Procrastination: The act of keeping busy with things that don't need to be done.
3058,Bisexual: The ability to reach down someone's pants and be satisfied with whatever you find.
3059,Engayed: The term used when two gays are engaged or want to become married.
3060,"Immature: What one redneck says to another when he wants his chair back.
""Hey, you done sat immature and I be wanting it back."""
3061,"Everyone has weird neighbors. If you don't, you're the weird neighbors."
3062,Why did we name our planet after dirt?
3063,Why do so many people on Facebook take pictures of their mirrors?
3064,Loves the time of year when things that blow up are legal.
3065,I rate myself 9.84520137453850162 out of 10 for accuracy.
3066,"Sorry followers for being gone--Sorry I look so beat up. But, you see, the economy bounced back and I was standing in the way."
3067,Today I took a class on castration It was all neuter me
3068,"""I feel depressed, lol"""
3069,Fishes miss a lot of calls. They always seem to be stuck on a line.
3070,"I am thankful for laughter, except when milk comes out of my nose."
3071,"If you want to make God laugh, tell him your future plans."
3072,In Beverly Hills...they don't throw their garbage away. They make it into television shows.
3073,I took a test in Existentialism. I left all the answers blank and got 100.
3074,"We could learn alot from bees. Organization, productivity, community sacrifice, stinging people who annoy us..."
3075,I won 'BSer of the year' but no one believed me.
3076,Your girlfriend is rated E: for everyone.
3077,FYI: Condoms are cheaper than diapers.
3078,Marriage: Assisted Suicide.
3079,Psychology - the art of pulling a habit out of a rat.
3080,Here’s to being single – drinking doubles – and seeing triple!
3081,"ONN: Handmade Anti-Obama Sign Currently Frontrunner for Republican Presidential Nomination. ""NoBama!"""
3082,Ambetextrous: able to text with both hands.
3083,"There's a lot of fish in the sea. Might as well catch a few, gut them, and throw them back in."
3084,"When I read about the evils of drinking, I gave up reading."
3085,Men are like bank accounts. Without a lot of money they don’t generate a lot of interest.
3086,I have a drinking problem. If Jake has 5 beers and Dan has 4…
3087,"eath is nature’s way of saying, Your table’s ready."
3088,One reason I don’t drink is that I want to know when I am having a good time.
3089,Wise men don't need advice. Fools won't take it.
3090,"If I had a dollar for every time someone called my ex wife ugly...
I would have stayed with her for the money."
3091,Why are Human beings are the only creatures that allow their children to come back home?
3092,Let us be thankful for fools. But for them the rest of us could not succeed.
3093,The beauty about telling the truth is you never have to remember anything.
3094,My wife let's me show her who's boss every once in awhile.
3095,Mental Note: Actual notes work better.
3096,Have you seen the price of velcro? It's a ripoff!
3097,Don’t worry about the world coming to an end today. It is already tomorrow in Australia.\
3098,"Without geography, you're nowhere."
3099,Marriage is the triumph of imagination over intelligence. Second marriage is the triumph of hope over experience
3100,"My answering machine: Roses are red, some willows weep, please leave your message, after the beep."
3101,"So you know that phenomenon in 1990 that 150 sheep fell off a cliff? Well that's ""unherd"" of."
3102,Giving up smoking is easy...I've done it hundreds of times.
3103,The difference between the right word and almost the right word is the difference between lightning and the lightning bug.
3104,I must have a prodigious quantity of mind; it takes me as much as a week sometimes to make it up.
3105,The Truth: S(he) be(lie)ve(d).
3106,Marriage is a relationship wherein one person is always right and the other person is the husband.
3107,"Drive carefully! Remember, it's not only a car that can be recalled by it's maker."
3108,"That would be a good thing for them to cut on my tombstone: Wherever she went, including here, it was against her better judgment."
3109,Radioactive halibut will make fission chips.
3110,"I used to be schizophrenic, but we’re all right now."
3111,"Have no kids? 
Hire a babysitter anyway, 
say kid is asleep upstairs and not to be woken. Return home and ask where your child is."
3112,"I find television very educating. Every time somebody turns on the set, I go into the other room and read a book."
3113,"If a star fell for every time I thought of you, the sky would look just as it does now."
3114,I bought a waterbed in hopes that me and my girlfriend would eventually drift away.
3115,“The reason grandchildren and grandparents get along so well is because they have a common enemy.”
3116,"It might look like I’m doing nothing, but at the cellular level I’m really quite busy."
3117,Sign posted in a bathroom: We aim to please! You aim too! Please!
3118,"""A father is someone who carries pictures where his money used to be."""
3119,"Roses are red, violets are blue, God made me pretty, what happened to you?"
3120,"A bargain is something you cannot use at a price you cannot resist."""
3121, I discovered I scream the same way whether I’m about to be devoured by a great white shark or if a piece of seaweed touches my foot.
3122,The main reason Santa is so jolly is because he knows where all the bad girls live.
3123,"A bank is a place that will lend you money, if you can prove that you don’t need it."
3124,I saw a woman wearing a sweat shirt with “Guess” on it…so I said “Implants?”
3125,"A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a work station.."
3126,"How is it one careless match can start a forest fire, but it takes a whole box to start a campfire?"
3127,"Evening news is where they begin with ‘Good evening’, and then proceed to tell you why it isn’t."
3128,A fine is a tax for doing wrong. A tax is a fine for doing well.
3129,Why buy shampoo when real poo is still free.
3130,A religious war is like children fighting over who has the strongest imaginary friend.
3131,The future isn’t what it used to be.
3132,He's not dead… he's electroencephalographically challenged.
3133,"Never, ever make absolute, unconditional statements."
3134,"Now that Microsoft is so big, should it be called Macrosoft?"
3135,"If you think about it long enough, you’ll see that it’s obvious."
3136,Cleaning your house while your kids are still growing is like shoveling the walk before it stops snowing
3137,Too bad all the people who know how to run this country are busy running taxi cabs or cutting hair.
3138,"There are three kinds of lies: Lies, Damn Lies, and Statistics."
3139,"Right after we broke up, my ex-girlfriend asked me how to change her relationship status on Facebook."
3140,"My girlfriend thinks I have a gambling addiction. She hasn't said anything, but I bet that's what she's thinking."
3141,I'm 100% against animal cruelty. Nothing makes me sadder than when my dog makes fun of me.
3142,Spring is when you feel like whistling even with a shoe full of slush
3143,People in cars cause accidents. Accidents in cars cause people.
3144,When at wal mart: tell manager over intercom to find your lost friend mike hunt
3145,Experience is what you get when you don’t get what you want.
3146,According to my calculations the problem doesn't exist.
3147,"The trouble with jogging is that by the time you realize you're not in shape for it, it's too far to walk back."
3148,I hope I never meet the girl of my dreams. Cause she'll be wanting some weird stuff.
3149,Too many people overvalue what they are not and undervalue what they are.
3150,Do you think last night was the world record for intercourse?
3151,"I have a very open mind, people tell me they can feel a breeze when they sit next to me."
3152,"When I thought I found my groove, it turned out it was only a rut."
3153,I always play fair when I make the rules.
3154,"If you can’t learn to do it well, learn to enjoy doing it badly."
3155,"If swimming is so good for your figure, how do you explain whales?"
3156,Please show your support of dyslexics and TR this.
3157,I am yet to bite a moose that tastes like chocolate.
3158,Kinstipation: the painful inability to get visiting relatives out.
3159,"I'm so great, I'm jealous of myself."
3160,"Health advice: the more birthdays you have, the longer you live. Guaranteed."
3161,"Dear IRS, please cancel my subscription."
3162,"If at first you don't succeed, call it version 1.0"
3163,"I always try to go the extra mile at work, but my boss always finds me and brings me back."
3164,My girlfriend is piñata. I dont think things are gonna work out cause guys keep hitting on her.
3165,The good news is that I dethatched the lawn. The bad news is thats all the lawn is made of.
3166,"I have a button on my microwave that says ""stop time"". I assume it means the timer but I don't touch it, just in case."
3167,At least the garbage disposal eats what I cook.
3168,"I have a gift. Every time I approach something With wings, it flies away. It happens with women, too."
3169,Opportunity once knocked..but you don't want to know what it left.
3170,"A cop pulled me over today and said: ""papers"".. so i said: ""scissors, I win!"""
3171,This place is so weird that the cockroaches have moved next door.
3172,A birdie told me I'm getting better at golf.
3173,Can I trade this job for what's behind door number 1?
3174,Stress is when you wake up screaming & you realize you haven't fallen asleep yet.
3175,"I have no taste in women, but beside that fact, I like you."
3176,"Just bought a new 4D TV, it comes with integration of heat,cold,wet, wind, and different aromas. It's 6' by 4'. Its called a window."
3177,"Tried to look up blurry in the dictionary, but it wasn't very clear."
3178,Fat is just another word for flavor.
3179,"I don't mind you talking so much, as long as you don't mind me not listening."
3180,"I'm unstoppable, I just can't seem to get started."
3181,Is waiting for the istore to come up with a dollar menu.
3182,I'm fed up with my boss for forcing me to stand on one leg every single day. Tomorrow I'm putting my foot down.
3183,It's hard to explain how good my ability to describe things is.
3184,Every time I see you I think about how much of a waste that 100 million years was.
3185,lLimiting the freedom of news 'just a little bit' is in the same category with the classic example a little bit pregnant.
3186,What do you say if a shooting range catches on fire?
3187,What do you call a blonde in an institution of higher learning? A visitor.
3188,1. Denial 2. Anger 3. Bargaining 4. Depression 5. Acceptance ... The 5 stages of buying gasoline.
3189,"lI fight for what I believe in. I am a mercenary, and I believe in money."
3190,lAssassins Inc. We aim to please.
3191,I put the toilet seat down as a gift to my mom.
3192,"I'll be a great mother some day.
-Dude on the street"
3193,"lMy parents almost lost me as a child, but they didn't take me far enough into the woods."
3194,Filled up his gas tank for only $48. It was just enough to finish mowing my front lawn:
3195,lDon't take candy from strangers unless they offer you a ride.
3196,lI was wondering why frisbees got bigger as they got closer then it hit me.
